iStep,time,X,Y,Z,Vx,Vy,Vz,Rx,Ry,Rz,Fx,Fy,Fz,Mx,My,Mz,Fcpx,Fcpy,Fcpz,Tcpx,Tcpy,Tcpz,SumUx,SumUy,SumUz,SumTx,SumTy,SumTz
119,0.0595,4,2,4,0,0,0,0,0,0,-75.1999,224.008,135.265,-128.756,-71.5118,76.8772,0,0,0,0,0,0,-8.09464,32.9486,22.5397,-29.1926,-4.84633,22.4355
120,0.06,4,2,4,0,0,0,0,0,0,-76.9507,223.685,135.189,-128.502,-71.8458,75.7218,0,0,0,0,0,0,-8.16062,32.8747,22.5929,-29.3,-4.92718,22.4923
121,0.0605,4,2,4,0,0,0,0,0,0,-78.7082,223.399,135.128,-128.282,-72.1996,74.5959,0,0,0,0,0,0,-8.17184,32.8548,22.6214,-29.4149,-4.94908,22.6958
122,0.061,4,2,4,0,0,0,0,0,0,-80.4747,223.164,135.067,-128.09,-72.5675,73.5106,0,0,0,0,0,0,-8.14573,32.8516,22.6442,-29.5305,-4.94918,22.9738
123,0.0615,4,2,4,0,0,0,0,0,0,-82.2533,222.981,135.025,-127.949,-72.9622,72.4684,0,0,0,0,0,0,-8.13747,32.7605,22.6683,-29.5995,-4.96373,23.1524
124,0.062,4,2,4,0,0,0,0,0,0,-84.0237,222.85,135.015,-127.879,-73.3884,71.4902,0,0,0,0,0,0,-8.12049,32.6824,22.6923,-29.6515,-4.99272,23.3485
125,0.0625,4,2,4,0,0,0,0,0,0,-85.7964,222.765,135.035,-127.872,-73.8503,70.5551,0,0,0,0,0,0,-8.12514,32.6133,22.7364,-29.7083,-5.05751,23.5145
126,0.063,4,2,4,0,0,0,0,0,0,-87.5941,222.7,135.089,-127.915,-74.3591,69.6096,0,0,0,0,0,0,-8.16855,32.5605,22.7861,-29.7903,-5.14579,23.652
127,0.0635,4,2,4,0,0,0,0,0,0,-89.4028,222.657,135.196,-128.029,-74.9314,68.6693,0,0,0,0,0,0,-8.23926,32.5117,22.8313,-29.8629,-5.25343,23.7494
128,0.064,4,2,4,0,0,0,0,0,0,-91.2072,222.626,135.346,-128.202,-75.5381,67.7564,0,0,0,0,0,0,-8.34399,32.4287,22.8759,-29.8982,-5.39895,23.7508
129,0.0645,4,2,4,0,0,0,0,0,0,-92.9986,222.581,135.525,-128.41,-76.1614,66.8564,0,0,0,0,0,0,-8.41405,32.4032,22.9205,-29.9734,-5.51794,23.8708
130,0.065,4,2,4,0,0,0,0,0,0,-94.7725,222.495,135.708,-128.603,-76.7762,65.9467,0,0,0,0,0,0,-8.46217,32.3885,22.9797,-30.0848,-5.6314,24.0419
131,0.0655,4,2,4,0,0,0,0,0,0,-96.5405,222.348,135.865,-128.728,-77.372,64.9852,0,0,0,0,0,0,-8.52904,32.4017,23.0528,-30.1999,-5.77877,24.2168
132,0.066,4,2,4,0,0,0,0,0,0,-98.3031,222.155,136,-128.8,-77.9533,63.9857,0,0,0,0,0,0,-8.56798,32.4653,23.1439,-30.3648,-5.93527,24.4771
133,0.0665,4,2,4,0,0,0,0,0,0,-100.048,221.922,136.115,-128.828,-78.5097,62.9755,0,0,0,0,0,0,-8.596,32.5511,23.2394,-30.5516,-6.09369,24.7717
134,0.067,4,2,4,0,0,0,0,0,0,-101.776,221.637,136.219,-128.827,-79.0514,61.9391,0,0,0,0,0,0,-8.62161,32.6834,23.3201,-30.7467,-6.24302,25.1017
