iStep,time,X,Y,Z,Vx,Vy,Vz,Rx,Ry,Rz,Fx,Fy,Fz,Mx,My,Mz,Fcpx,Fcpy,Fcpz,Tcpx,Tcpy,Tcpz,SumUx,SumUy,SumUz,SumTx,SumTy,SumTz
112,0.056,4,2,4,0,0,0,0,0,0,-52.7243,0.479537,28.5602,-3.19876,-24.2773,60.9003,0,0,0,0,0,0,-8.48731,-1.32754,5.54048,4.6948,-1.25582,6.70867
113,0.0565,4,2,4,0,0,0,0,0,0,-52.8244,-0.109724,28.5059,-3.22467,-24.1852,60.2378,0,0,0,0,0,0,-8.487,-1.40088,5.5382,4.66645,-1.24706,6.64427
114,0.057,4,2,4,0,0,0,0,0,0,-52.9306,-0.691759,28.4587,-3.23483,-24.0932,59.605,0,0,0,0,0,0,-8.48948,-1.48289,5.54126,4.64761,-1.23461,6.59855
115,0.0575,4,2,4,0,0,0,0,0,0,-53.0276,-1.25558,28.4314,-3.20333,-24.0088,58.9822,0,0,0,0,0,0,-8.50013,-1.55865,5.55141,4.64491,-1.22422,6.5587
116,0.058,4,2,4,0,0,0,0,0,0,-53.1027,-1.81968,28.3951,-3.17956,-23.9238,58.333,0,0,0,0,0,0,-8.49246,-1.63506,5.55587,4.63842,-1.21636,6.48936
117,0.0585,4,2,4,0,0,0,0,0,0,-53.173,-2.39309,28.3418,-3.18135,-23.8329,57.6749,0,0,0,0,0,0,-8.44582,-1.71192,5.51905,4.57132,-1.20211,6.36427
118,0.059,4,2,4,0,0,0,0,0,0,-53.2462,-2.97038,28.2806,-3.19629,-23.7362,57.0245,0,0,0,0,0,0,-8.44472,-1.79433,5.50951,4.54256,-1.18323,6.30372
119,0.0595,4,2,4,0,0,0,0,0,0,-53.3342,-3.54179,28.2152,-3.21387,-23.6333,56.4056,0,0,0,0,0,0,-8.43061,-1.86988,5.50313,4.5242,-1.16866,6.24024
120,0.06,4,2,4,0,0,0,0,0,0,-53.4135,-4.09904,28.1719,-3.19709,-23.5419,55.7845,0,0,0,0,0,0,-8.43006,-1.94381,5.49359,4.50263,-1.1504,6.19015
121,0.0605,4,2,4,0,0,0,0,0,0,-53.4803,-4.65785,28.1333,-3.17032,-23.4561,55.1512,0,0,0,0,0,0,-8.44358,-2.01141,5.51867,4.51878,-1.14734,6.14634
122,0.061,4,2,4,0,0,0,0,0,0,-53.5356,-5.22842,28.0928,-3.14764,-23.373,54.5118,0,0,0,0,0,0,-8.41291,-2.08649,5.502,4.47912,-1.1377,6.04859
123,0.0615,4,2,4,0,0,0,0,0,0,-53.5919,-5.79569,28.0353,-3.14187,-23.2794,53.8917,0,0,0,0,0,0,-8.38529,-2.17265,5.48449,4.44869,-1.11597,5.96864
